ensembl_transcript_id	refseq_id
ENST00000613716	NM_001330339
ENST00000407834	NM_001102467
ENST00000225899	NM_002278
ENST00000246174	NM_001168479
ENST00000246174	NM_001168485
ENST00000246174	NM_001168480
ENST00000392928	NM_001307983
ENST00000604957	NM_022838
ENST00000604957	NM_001168478
ENST00000604957	NM_001168482
ENST00000424834	NM_001286792
ENST00000446488	NM_001143835
ENST00000524794	NM_006165
ENST00000382095	NM_153023
ENST00000644452	NM_133261
ENST00000424340	NM_001135865
ENST00000310574	NM_021095
ENST00000406310	NM_001282451
ENST00000399949	NM_001286795
ENST00000409126	NM_001286793
ENST00000263846	NM_004200
ENST00000260983	NM_020760
ENST00000260983	NM_001348768
ENST00000000442	NM_004451
ENST00000540677	NM_001252065
ENST00000343003	NM_001286794
ENST00000382108	NM_001166271
ENST00000313871	NM_005088
ENST00000330687	NM_178818
ENST00000405666	NM_001282450
ENST00000394106	NM_181521
ENST00000321385	NM_032862
ENST00000355624	NM_014904
ENST00000361413	NM_014804
ENST00000586748	NM_024029
ENST00000586748	NM_001321439
ENST00000542836	NM_001300773
ENST00000369199	NM_001330167
ENST00000485127	NM_001270710
ENST00000456720	NM_001270708
ENST00000456720	NM_001270709
ENST00000336023	NM_006082
ENST00000314606	NM_004461
ENST00000590329	NM_001321440
ENST00000395785	NM_198120
ENST00000438502	NM_007243
ENST00000409111	NM_001304840
ENST00000337573	NM_004215
ENST00000620249	NM_001270707
ENST00000544844	NM_016404
ENST00000377227	NM_016290
ENST00000308774	NM_001286082
ENST00000506128	NM_001317961
ENST00000620557	NM_001278938
ENST00000396418	NM_181839
ENST00000396418	NM_006823
ENST00000511320	NM_001199297
ENST00000511320	NM_001199298
ENST00000319977	NM_024032
ENST00000539854	NM_001286084
ENST00000612157	NM_001267544
ENST00000612157	NM_001134758
ENST00000612157	NM_001267549
ENST00000332303	NM_138704
ENST00000443114	NM_001190724
ENST00000443114	NM_001318762
ENST00000585683	NM_001171251
ENST00000585683	NM_001321311
ENST00000245382	NM_001321310
ENST00000607873	NM_001267546
ENST00000308360	NM_033198
ENST00000447399	NM_001297714
ENST00000295238	NM_001241
ENST00000295238	NM_001320748
ENST00000261275	NM_015307
ENST00000614942	NM_001267545
ENST00000318950	NM_015055
ENST00000216416	NM_005776
ENST00000264157	NM_058241
ENST00000423902	NM_017780
ENST00000406246	NM_021975
ENST00000406246	NM_001243984
ENST00000622789	NM_001267547
ENST00000622789	NM_003224
ENST00000619493	NM_001267548
ENST00000225728	NM_016060
ENST00000452521	NM_001320749
ENST00000268383	NM_001802
ENST00000524602	NM_001316690
ENST00000265113	NM_004172
ENST00000394485	NM_005952
ENST00000306904	NM_014469
ENST00000370268	NM_007150
ENST00000439158	NM_001135216
ENST00000383130	NM_006781
ENST00000409532	NM_001316306
ENST00000375375	NM_002584
ENST00000393989	NM_002280
ENST00000295824	NM_144715
ENST00000359322	NM_021245
ENST00000344838	NM_001330688
ENST00000620695	NM_001700
ENST00000611106	NM_001004067
ENST00000420770	NM_001135254
ENST00000454925	NM_001178115
ENST00000548927	NM_001286474
ENST00000400661	NM_013945
ENST00000617503	NM_001286475
ENST00000327064	NM_199141
ENST00000252744	NM_020928
ENST00000616775	NM_001079533
ENST00000309546	NM_017806
ENST00000396838	NM_145909
ENST00000443391	NM_001254952
ENST00000446100	NM_001318763
ENST00000414429	NM_001135215
ENST00000318504	NM_001178110
ENST00000449285	NM_001178108
ENST00000337801	NM_198998
ENST00000612708	NM_001289940
ENST00000456704	NM_024909
ENST00000539731	NM_001178107
ENST00000539731	NM_001178109
ENST00000381918	NM_001166695
ENST00000480139	NM_001305655
ENST00000480139	NM_001305654
ENST00000613445	NM_001289939
ENST00000572470	NM_000223
ENST00000448670	NM_001031722
ENST00000318529	NM_001178113
ENST00000535861	NM_001178106
ENST00000616663	NM_023078
ENST00000372466	NM_017681
ENST00000264107	NM_000210
ENST00000274458	NM_016144
ENST00000446474	NM_001243243
ENST00000335765	NM_005148
ENST00000344279	NM_001243241
ENST00000344279	NM_030899
ENST00000515539	NM_001308080
ENST00000632305	NM_030594
ENST00000619696	NM_001079534
ENST00000619696	NM_001288820
ENST00000409080	NM_001079818
ENST00000375446	NM_004148
ENST00000308639	NM_001145138
ENST00000301032	NM_054035
ENST00000620212	NM_001079535
ENST00000325411	NM_001099646
ENST00000325411	NM_152908
ENST00000631674	NM_001288819
ENST00000335449	NM_181789
ENST00000613536	NM_001278319
ENST00000613536	NM_006863
ENST00000457408	NM_182547
ENST00000457408	NM_001303062
ENST00000457408	NM_001303061
ENST00000615882	NM_001256172
ENST00000289577	NM_001303059
ENST00000611469	NM_001243244
ENST00000611469	NM_001243242
ENST00000481238	NM_001303060
ENST00000481238	NM_001303058
ENST00000624369	NM_001256171
ENST00000615320	NM_003429
ENST00000396399	NM_001330297
ENST00000615413	NM_001256173
ENST00000335195	NM_001284331
ENST00000376634	NM_001018038
ENST00000341464	NM_001242895
ENST00000269703	NM_173483
ENST00000631007	NM_001278318
ENST00000242248	NM_013284
ENST00000266077	NM_020062
ENST00000377255	NM_001242894
ENST00000252211	NM_024493
ENST00000379509	NM_001304445
ENST00000379509	NM_001002257
ENST00000379509	NM_001304446
ENST00000642316	NM_001145809
ENST00000372159	NM_001322341
ENST00000372159	NM_001322340
ENST00000372159	NM_022779
ENST00000372159	NM_001322342
ENST00000372159	NM_001322343
ENST00000395831	NM_001284330
ENST00000376636	NM_001018037
ENST00000617731	NM_001021
ENST00000416387	NM_001304561
ENST00000310532	NM_138620
ENST00000612991	NM_001243985
ENST00000480876	NM_001322344
ENST00000360280	NM_033305
ENST00000425460	NM_001077186
ENST00000376970	NM_024729
ENST00000612112	NM_002777
ENST00000357409	NM_015186
ENST00000309052	NM_182551
ENST00000379977	NM_002189
ENST00000260385	NM_001323896
ENST00000260385	NM_001323894
ENST00000350657	NM_001256663
ENST00000372146	NM_012204
ENST00000286648	NM_000788
ENST00000395386	NM_016018
ENST00000398514	NM_001387
ENST00000329722	NM_001010905
ENST00000282251	NM_152434
ENST00000343218	NM_001197294
ENST00000337920	NM_198513
ENST00000338376	NM_018145
ENST00000338376	NM_001304802
ENST00000338376	NM_001323897
ENST00000293471	NM_001031721
ENST00000528354	NM_172200
ENST00000558232	NM_001323895
ENST00000372923	NM_004408
ENST00000391794	NM_024840
ENST00000338981	NM_004654
ENST00000292907	NM_001864
ENST00000372903	NM_001184801
ENST00000477737	NM_144992
ENST00000615489	NM_001972
ENST00000220847	NM_001277196
ENST00000319017	NM_000387
ENST00000435064	NM_017871
ENST00000525219	NM_001243539
ENST00000309395	NM_173468
ENST00000309395	NM_001244767
ENST00000259211	NM_014440
ENST00000576098	NM_019010
ENST00000396051	NM_001244766
ENST00000397248	NM_001256765
ENST00000372447	NM_016520
ENST00000329293	NM_198474
ENST00000243644	NM_021632
ENST00000399312	NM_032476
ENST00000424586	NM_001173515
ENST00000305557	NM_033046
ENST00000272430	NM_001015055
ENST00000381151	NM_006933
ENST00000233330	NM_001015056
ENST00000259213	NM_014438
ENST00000327407	NM_173178
ENST00000381241	NM_001171038
ENST00000381241	NM_004043
ENST00000544690	NM_001173514
ENST00000381233	NM_001171039
ENST00000262629	NM_003332
ENST00000372899	NM_015255
ENST00000318881	NM_175733
ENST00000396210	NM_020300
ENST00000396210	NM_001260511
ENST00000396210	NM_001260512
ENST00000589517	NM_198125
ENST00000371852	NM_003956
ENST00000378746	NM_007054
ENST00000378735	NM_001300792
ENST00000341179	NM_001005336
ENST00000403231	NM_001300791
ENST00000393594	NM_001288737
ENST00000393594	NM_001288738
ENST00000535309	NM_001267598
ENST00000486160	NM_001288739
ENST00000574943	NM_005650
ENST00000396207	NM_145764
ENST00000574480	NM_015515
ENST00000576946	NM_181492
ENST00000392571	NM_001278549
ENST00000616408	NM_006669
ENST00000410055	NM_002610
ENST00000010404	NM_145792
ENST00000396209	NM_145791
ENST00000619905	NM_001348142
ENST00000619905	NM_058237
ENST00000614957	NM_001348145
ENST00000614957	NM_020958
ENST00000404752	NM_006873
ENST00000333957	NM_014802
ENST00000263056	NM_005204
ENST00000406226	NM_001198595
ENST00000409021	NM_001099433
ENST00000613145	NM_001278398
ENST00000613145	NM_001081638
ENST00000619093	NM_001081639
ENST00000263681	NM_006591
ENST00000374943	NM_001243961
ENST00000571258	NM_001282433
ENST00000375321	NM_001320961
ENST00000619395	NM_001081637
ENST00000434651	NM_002123
ENST00000542547	NM_001244134
ENST00000338333	NM_001355274
ENST00000374094	NM_001144000
ENST00000380600	NM_001297564
ENST00000380600	NM_001297563
ENST00000369893	NM_178858
ENST00000544987	NM_152634
ENST00000324460	NM_005347
ENST00000240328	NM_005994
ENST00000526036	NM_001319240
ENST00000574659	NM_001105558
ENST00000310109	NM_001144869
ENST00000446597	NM_001286176
ENST00000446597	NM_001286174
ENST00000374165	NM_001278630
ENST00000374165	NM_001278629
ENST00000575391	NM_213656
ENST00000288462	NM_152786
ENST00000353332	NM_001077526
ENST00000282924	NM_144720
ENST00000536386	NM_001286173
ENST00000239231	NM_024594
ENST00000396028	NM_001286177
ENST00000372873	NM_024875
ENST00000409831	NM_001306133
ENST00000410077	NM_001306134
ENST00000394810	NM_001114133
ENST00000545552	NM_001286175
ENST00000296003	NM_001077525
ENST00000537425	NM_001018082
ENST00000256759	NM_013409
ENST00000374171	NM_001278255
ENST00000374171	NM_017443
ENST00000369093	NM_001323964
ENST00000369093	NM_001323968
ENST00000369093	NM_001323967
ENST00000369093	NM_001323965
ENST00000369093	NM_001033925
ENST00000369093	NM_001323970
ENST00000396947	NM_006350
ENST00000343905	NM_001105576
ENST00000351233	NM_022485
ENST00000396879	NM_172095
ENST00000617994	NM_001928
ENST00000632706	NM_001317335
ENST00000381761	NM_001282310
ENST00000265073	NM_006713
ENST00000498907	NM_001287435
ENST00000498907	NM_004364
ENST00000498907	NM_001285829
ENST00000498907	NM_001287424
ENST00000361575	NM_001000
ENST00000294954	NM_000233
ENST00000615282	NM_001146056
ENST00000615282	NM_001146083
ENST00000375318	NM_183058
ENST00000321596	NM_054020
ENST00000321596	NM_001282309
ENST00000372429	NM_006676
ENST00000372429	NM_001110303
ENST00000340650	NM_198586
ENST00000358355	NM_001008563
ENST00000613746	NM_024298
ENST00000293894	NM_014587
ENST00000630369	NM_001164685
ENST00000537166	NM_001164687
ENST00000368248	NM_001318531
ENST00000368248	NM_001010923
ENST00000619670	NM_001146082
ENST00000300030	NM_032231
ENST00000508775	NM_003730
ENST00000380290	NM_001014812
ENST00000570667	NM_003143
ENST00000005259	NM_018844
ENST00000571430	NM_001256513
ENST00000436547	NM_003252
ENST00000436547	NM_001323969
ENST00000557835	NM_001289108
ENST00000343811	NM_152503
ENST00000316448	NM_004343
ENST00000304623	NM_001332
ENST00000400440	NM_213631
ENST00000421643	NM_213632
ENST00000398776	NM_007058
ENST00000285402	NM_024410
ENST00000369846	NM_001122769
ENST00000392959	NM_181714
ENST00000441439	NM_001243609
ENST00000576311	NM_001256512
ENST00000576311	NM_001256511
ENST00000447609	NM_001243610
ENST00000380525	NM_001194997
ENST00000380525	NM_001014437
ENST00000379119	NM_001008405
ENST00000322564	NM_001161498
ENST00000382041	NM_182946
ENST00000576834	NM_001256510
ENST00000392173	NM_001042474
ENST00000537304	NM_018640
ENST00000324330	NM_016350
ENST00000590474	NM_001330450
ENST00000590474	NM_002758
ENST00000304116	NM_152477
ENST00000453196	NM_182944
ENST00000245441	NM_020921
ENST00000295055	NM_144575
ENST00000309983	NM_000367
ENST00000540445	NM_001243613
ENST00000281419	NM_003887
ENST00000443387	NM_007145
ENST00000456324	NM_001099638
ENST00000456324	NM_001099639
ENST00000315273	NM_001135191
ENST00000379361	NM_173495
ENST00000402114	NM_001198593
ENST00000252826	NM_017636
ENST00000252826	NM_001321282
ENST00000252826	NM_001321281
ENST00000252826	NM_001321285
ENST00000252826	NM_001321283
ENST00000394754	NM_172311
ENST00000394751	NM_001198594
ENST00000400206	NM_001289912
ENST00000397111	NM_001751
ENST00000450892	NM_153700
ENST00000541295	NM_001243612
ENST00000226253	NM_005165
ENST00000261169	NM_001243611
ENST00000354662	NM_001001395
ENST00000371804	NM_001548
ENST00000278224	NM_139273
ENST00000293897	NM_001172560
ENST00000293897	NM_001053
ENST00000544604	NM_001206998
ENST00000546318	NM_001270928
ENST00000546318	NM_001270929
ENST00000546318	NM_001270930
ENST00000546318	NM_001270927
ENST00000402174	NM_032173
ENST00000371809	NM_001010987
ENST00000570508	NM_001193289
ENST00000431828	NM_001115016
ENST00000310991	NM_178545
ENST00000379023	NM_001304549
ENST00000273047	NM_004162
ENST00000479824	NM_001300974
ENST00000399199	NM_001134870
ENST00000274853	NM_133471
ENST00000226247	NM_003593
ENST00000402764	NM_014209
ENST00000320857	NM_001204526
ENST00000422242	NM_001292048
ENST00000619599	NM_002939
ENST00000619599	NM_203383
ENST00000513610	NM_012334
ENST00000370087	NM_001204527
ENST00000400079	NM_001037804
ENST00000632954	NM_203388
ENST00000493964	NM_001304360
ENST00000243786	NM_002191
ENST00000389050	NM_001252657
ENST00000419704	NM_001256463
ENST00000437679	NM_033514
ENST00000632527	NM_203386
ENST00000511377	NM_001288715
ENST00000633287	NM_203384
ENST00000370086	NM_006280
ENST00000612988	NM_203387
ENST00000427978	NM_001195227
ENST00000617351	NM_203389
ENST00000403751	NM_006872
ENST00000503622	NM_001288716
ENST00000503622	NM_001288717
ENST00000373345	NM_001164431
ENST00000238112	NM_016207
ENST00000238112	NM_001321836
ENST00000430487	NM_001193487
ENST00000460593	NM_001321834
ENST00000460593	NM_001321833
ENST00000460593	NM_001321835
ENST00000618184	NM_203385
ENST00000296684	NM_002495
ENST00000506765	NM_001318051
ENST00000334726	NM_001004485
ENST00000323777	NM_001080439
ENST00000263102	NM_005436
ENST00000277216	NM_001001919
ENST00000263150	NM_014023
ENST00000395901	NM_001248003
ENST00000546179	NM_001248005
ENST00000374781	NM_001001961
ENST00000359867	NM_001894
ENST00000311001	NM_001248002
ENST00000261178	NM_001248004
ENST00000237530	NM_002951
ENST00000237530	NM_001324299
ENST00000237530	NM_001324304
ENST00000237530	NM_001324305
ENST00000237530	NM_001324301
ENST00000237530	NM_001324302
ENST00000237530	NM_001324303
ENST00000266503	NM_020183
ENST00000373622	NM_001324306
ENST00000373622	NM_001135771
ENST00000369096	NM_001198
ENST00000336233	NM_001127605
ENST00000336233	NM_000235
ENST00000578689	NM_152219
ENST00000369089	NM_182907
ENST00000456827	NM_001288979
ENST00000251287	NM_001194
ENST00000410074	NM_001322810
ENST00000396832	NM_152221
ENST00000540437	NM_001256456
ENST00000545578	NM_001256460
ENST00000620829	NM_001256462
ENST00000371826	NM_001547
ENST00000533050	NM_024556
ENST00000372453	NM_173494
ENST00000535523	NM_001169154
ENST00000442960	NM_019111
ENST00000335040	NM_001004483
ENST00000339374	NM_022734
ENST00000371818	NM_001549
ENST00000627231	NM_006761
ENST00000374779	NM_001004482
ENST00000371811	NM_001289759
ENST00000371811	NM_001031683
ENST00000542196	NM_001004481
ENST00000334651	NM_145177
ENST00000573382	NM_001347931
ENST00000573382	NM_001315494
ENST00000528896	NM_001321560
ENST00000528896	NM_014680
ENST00000259362	NM_001001956
ENST00000285407	NM_005655
ENST00000519560	NM_003062
ENST00000361972	NM_001018039
ENST00000381222	NM_004729
ENST00000395884	NM_001032282
ENST00000251076	NM_015263
ENST00000298317	NM_032795
ENST00000332966	NM_001271946
ENST00000397167	NM_001029880
ENST00000533628	NM_001144827
ENST00000381218	NM_001171135
ENST00000276440	NM_024940
ENST00000318763	NM_001004484
ENST00000381223	NM_001171136
ENST00000404537	NM_015311
ENST00000603926	NM_001173431
ENST00000543779	NM_001174116
ENST00000357775	NM_032243
ENST00000261769	NM_004360
ENST00000300283	NM_020990
ENST00000373873	NM_001173408
ENST00000449909	NM_001174117
ENST00000253814	NM_030571
ENST00000306084	NM_001098529
ENST00000589222	NM_001320470
ENST00000337451	NM_030922
ENST00000337451	NM_001184889
ENST00000514135	NM_001289007
ENST00000624922	NM_001293083
ENST00000398013	NM_001008892
ENST00000539711	NM_001008894
ENST00000407086	NM_017679
ENST00000354700	NM_030649
ENST00000359727	NM_001184888
ENST00000599174	NM_001271507
ENST00000374767	NM_015469
ENST00000382985	NM_001029991
ENST00000398014	NM_001008860
ENST00000390652	NM_001099432
ENST00000588462	NM_001330413
ENST00000408905	NM_001330414
ENST00000374888	NM_007157
ENST00000265678	NM_021135
ENST00000422392	NM_001317185
ENST00000422392	NM_001317186
ENST00000422392	NM_001317184
ENST00000377067	NM_004466
ENST00000510118	NM_001318936
ENST00000503859	NM_001006932
ENST00000335895	NM_001207
ENST00000618542	NM_001199951
ENST00000615905	NM_020426
ENST00000380591	NM_001037637
ENST00000296595	NM_153354
ENST00000292079	NM_001680
ENST00000434992	NM_001319967
ENST00000481261	NM_001318938
ENST00000481261	NM_001318937
ENST00000255688	NM_004585
ENST00000633782	NM_001317783
ENST00000260287	NM_021603
ENST00000444914	NM_001145975
ENST00000512429	NM_001289008
ENST00000358697	NM_007156
ENST00000307845	NM_002149
ENST00000314669	NM_003984
ENST00000455833	NM_001136265
ENST00000358056	NM_004124
ENST00000381765	NM_134421
ENST00000370092	NM_174869
ENST00000375371	NM_152232
ENST00000612580	NM_003313
ENST00000531443	NM_018002
ENST00000622018	NM_001258357
ENST00000620771	NM_001258359
ENST00000217901	NM_004135
ENST00000332118	NM_003139
ENST00000613496	NM_001258358
ENST00000532259	NM_001177842
ENST00000423485	NM_001067
ENST00000462307	NM_001042632
ENST00000462307	NM_001042633
ENST00000517566	NM_001198533
ENST00000267396	NM_173527
ENST00000624914	NM_178463
ENST00000624914	NM_001302812
ENST00000222584	NM_001326542
ENST00000222584	NM_001326543
ENST00000222584	NM_003112
ENST00000442977	NM_001198532
ENST00000579281	NM_001346683
ENST00000491381	NM_033421
ENST00000459818	NM_001346684
ENST00000342644	NM_152897
ENST00000304372	NM_001100915
ENST00000312046	NM_181354
ENST00000361837	NM_025108
ENST00000449762	NM_001198535
ENST00000436336	NM_001318160
ENST00000436336	NM_001081559
ENST00000297447	NM_001198534
ENST00000274643	NM_001347872
ENST00000274643	NM_001012418
ENST00000330317	NM_033661
ENST00000293879	NM_145294
ENST00000292476	NM_006693
ENST00000263278	NM_016246
ENST00000328119	NM_003771
ENST00000441580	NM_001318162
ENST00000452047	NM_001318161
ENST00000238091	NM_022334
ENST00000409137	NM_001261425
ENST00000409137	NM_001080545
ENST00000617928	NM_001324120
ENST00000617928	NM_001324119
ENST00000617928	NM_014608
ENST00000617928	NM_001324126
ENST00000617928	NM_001324125
ENST00000617928	NM_001324123
ENST00000617928	NM_001324124
ENST00000251864	NM_198795
ENST00000617556	NM_001033028
ENST00000617556	NM_001324122
ENST00000355346	NM_001319067
ENST00000355346	NM_001319066
ENST00000355346	NM_001319068
ENST00000355346	NM_001319069
ENST00000355346	NM_004763
ENST00000355346	NM_001319070
ENST00000280295	NM_001261424
ENST00000330498	NM_003041
ENST00000351288	NM_017751
ENST00000350498	NM_014891
ENST00000263578	NM_017547
ENST00000610365	NM_001287810
ENST00000217455	NM_005469
ENST00000409031	NM_017951
ENST00000246554	NM_001863
ENST00000335473	NM_032608
ENST00000407587	NM_001318245
ENST00000464506	NM_004251
ENST00000618931	NM_001195328
ENST00000265462	NM_012094
ENST00000431183	NM_001171083
ENST00000290597	NM_170726
ENST00000252321	NM_002234
ENST00000352435	NM_181651
ENST00000375341	NM_003748
ENST00000347941	NM_181652
ENST00000398208	NM_001260477
ENST00000398208	NM_001260476
ENST00000398208	NM_001260475
ENST00000398208	NM_018669
ENST00000398208	NM_001260474
ENST00000538309	NM_001161504
ENST00000359832	NM_001003714
ENST00000313599	NM_174941
ENST00000416109	NM_001297650
ENST00000538839	NM_001319218
ENST00000292475	NM_004889
ENST00000488775	NM_001039178
ENST00000394186	NM_001003713
ENST00000296792	NM_032175
ENST00000508491	NM_001284430
ENST00000281871	NM_025029
ENST00000543251	NM_001284431
ENST00000538351	NM_001143769
ENST00000306378	NM_182641
ENST00000255613	NM_032701
ENST00000321765	NM_006461
ENST00000327237	NM_022744
ENST00000245983	NM_001501
ENST00000245983	NM_001310220
ENST00000359100	NM_178331
ENST00000380346	NM_178332
ENST00000321612	NM_000170
ENST00000413025	NM_001143767
ENST00000436087	NM_001143768
ENST00000436087	NM_001143766
ENST00000452305	NM_001143771
ENST00000452305	NM_001143770
ENST00000442986	NM_182755
ENST00000380325	NM_030811
ENST00000372391	NM_004747
ENST00000296785	NM_023039
ENST00000321892	NM_004459
ENST00000255695	NM_017878
ENST00000217386	NM_000915
ENST00000421804	NM_006343
ENST00000346691	NM_032166
ENST00000323646	NM_007069
ENST00000323456	NM_004687
ENST00000415826	NM_001128203
ENST00000619540	NM_001172671
ENST00000619540	NM_025189
ENST00000272425	NM_003960
ENST00000250454	NM_018453
ENST00000250454	NM_001318916
ENST00000343245	NM_001286106
ENST00000374884	NM_001012968
ENST00000320211	NM_130384
ENST00000378078	NM_001080496
ENST00000583088	NM_021012
ENST00000353963	NM_152685
ENST00000360666	NM_001286111
ENST00000348729	NM_005847
ENST00000460680	NM_004656
ENST00000562532	NM_001011718
ENST00000635758	NM_001286107
ENST00000297954	NM_001282394
ENST00000359370	NM_001354962
ENST00000359370	NM_001257212
ENST00000359370	NM_001144892
ENST00000377712	NM_016347
ENST00000412052	NM_001271023
ENST00000436428	NM_001044264
ENST00000425238	NM_025257
ENST00000357105	NM_001271022
ENST00000360966	NM_033136
ENST00000360966	NM_033137
ENST00000369076	NM_004849
ENST00000369076	NM_001286108
ENST00000276185	NM_032428
ENST00000260282	NM_001164836
ENST00000625293	NM_033629
ENST00000506693	NM_001308218
ENST00000444177	NM_007248
ENST00000611905	NM_004590
ENST00000532620	NM_152762
ENST00000527717	NM_001164831
ENST00000549663	NM_001178044
ENST00000262659	NM_080625
ENST00000548188	NM_001178045
ENST00000629913	NM_016381
ENST00000526014	NM_022003
ENST00000526014	NM_001164832
ENST00000621536	NM_001354952
ENST00000621536	NM_001354958
ENST00000621536	NM_001144935
ENST00000621536	NM_001257206
ENST00000621536	NM_001257205
ENST00000621536	NM_001144934
ENST00000619447	NM_001257211
ENST00000619447	NM_001257209
ENST00000619447	NM_001257208
ENST00000610990	NM_001257210
ENST00000612258	NM_001354951
ENST00000612258	NM_001354953
ENST00000612258	NM_000800
ENST00000612258	NM_001257207
ENST00000360461	NM_001129727
ENST00000344120	NM_030964
ENST00000434127	NM_001293290
ENST00000434127	NM_001293289
ENST00000434127	NM_001127496
ENST00000342745	NM_014734
ENST00000171111	NM_203500
ENST00000542475	NM_001105520
ENST00000427155	NM_001129728
ENST00000393623	NM_012289
ENST00000379344	NM_001129729
ENST00000216071	NM_015370
ENST00000395477	NM_006648
ENST00000450733	NM_001129731
ENST00000398868	NM_015459
ENST00000375419	NM_001098808
ENST00000265192	NM_016480
ENST00000358149	NM_012279
ENST00000358149	NM_001308215
ENST00000538786	NM_001290048
ENST00000512315	NM_001308223
ENST00000512315	NM_001308221
ENST00000503425	NM_001308214
ENST00000338581	NM_004802
ENST00000339598	NM_194323
ENST00000503039	NM_001308213
ENST00000510080	NM_001033112
ENST00000252725	NM_005720
ENST00000272424	NM_001330389
ENST00000272424	NM_016058
ENST00000346807	NM_173170
ENST00000301071	NM_006009
ENST00000289816	NM_152287
ENST00000393200	NM_012275
ENST00000355773	NM_012434
ENST00000610587	NM_006737
ENST00000380293	NM_000490
ENST00000295766	NM_001270399
ENST00000622574	NM_001242867
ENST00000265565	NM_001320044
ENST00000265565	NM_012235
ENST00000297071	NM_013293
ENST00000550767	NM_001270400
ENST00000443381	NM_001113525
ENST00000359156	NM_004244
ENST00000528282	NM_001252660
ENST00000409716	NM_001330387
ENST00000318190	NM_001330390
ENST00000318190	NM_001330386
ENST00000284000	NM_001806
ENST00000274542	NM_144726
ENST00000519476	NM_001286821
ENST00000585933	NM_001252296
ENST00000441885	NM_207386
ENST00000304863	NM_006003
ENST00000262134	NM_017839
ENST00000432116	NM_001173462
ENST00000530481	NM_001350309
ENST00000530481	NM_001350310
ENST00000530481	NM_001350308
ENST00000530481	NM_001199388
ENST00000409168	NM_001173461
ENST00000445890	NM_001350311
ENST00000445890	NM_001350313
ENST00000445890	NM_001350312
ENST00000424310	NM_001199383
ENST00000267294	NM_033132
ENST00000521606	NM_001199381
ENST00000372954	NM_001131018
ENST00000518802	NM_001199380
ENST00000520638	NM_001199382
ENST00000297598	NM_001161781
ENST00000297598	NM_018444
ENST00000438665	NM_001080950
ENST00000457326	NM_032330
ENST00000246635	NM_153490
ENST00000432237	NM_203416
ENST00000541364	NM_001303116
ENST00000541364	NM_001303115
ENST00000541364	NM_001303114
ENST00000541364	NM_001303117
ENST00000421054	NM_001083111
ENST00000392502	NM_001282759
ENST00000336861	NM_002274
ENST00000538367	NM_001282757
ENST00000621813	NM_001282758
ENST00000376335	NM_007129
ENST00000272371	NM_194248
ENST00000276414	NM_000825
ENST00000403946	NM_001287489
ENST00000396200	NM_001161779
ENST00000396200	NM_001161780
ENST00000621465	NM_016429
ENST00000301072	NM_032704
ENST00000646318	NM_194322
ENST00000359786	NM_001080779
ENST00000617897	NM_032965
ENST00000361007	NM_033375
ENST00000539526	NM_001164837
ENST00000369215	NM_021620
ENST00000293414	NM_080863
ENST00000629610	NM_001257976
ENST00000564138	NM_002661
ENST00000284240	NM_001311162
ENST00000284240	NM_006288
ENST00000528522	NM_001311160
ENST00000337057	NM_001350302
ENST00000337057	NM_001431
ENST00000369838	NM_031469
ENST00000413834	NM_001198879
ENST00000341010	NM_173161
ENST00000586182	NM_001199209
ENST00000418465	NM_001177519
ENST00000420259	NM_001289154
ENST00000420259	NM_001289153
ENST00000420259	NM_001289152
ENST00000393197	NM_032556
ENST00000392427	NM_001135554
ENST00000392427	NM_001135555
ENST00000300811	NM_182498
ENST00000246529	NM_024509
ENST00000617999	NM_007000
ENST00000616789	NM_001281443
ENST00000591058	NM_001199208
ENST00000369889	NM_017787
ENST00000448841	NM_001083913
ENST00000412272	NM_001278185
ENST00000221307	NM_000896
ENST00000395198	NM_022079
ENST00000618404	NM_032963
ENST00000622526	NM_032962
ENST00000260102	NM_014175
ENST00000391965	NM_024327
ENST00000325167	NM_024591
ENST00000372948	NM_001131015
ENST00000372948	NM_001131017
ENST00000301141	NM_000762
ENST00000377047	NM_005708
ENST00000317361	NM_197966
ENST00000241125	NM_021954
ENST00000373700	NM_001278186
ENST00000373700	NM_015601
ENST00000372938	NM_001131016
ENST00000372938	NM_012127
ENST00000433363	NM_177550
ENST00000336564	NM_001145347
ENST00000262942	NM_001190996
ENST00000262942	NM_006409
ENST00000492996	NM_001278187
ENST00000628542	NM_001350304
ENST00000628542	NM_001350305
ENST00000628542	NM_001350306
ENST00000309033	NM_181713
ENST00000293800	NM_001284509
ENST00000613226	NM_004764
ENST00000417606	NM_001145641
ENST00000381074	NM_001284510
ENST00000632888	NM_001190971
ENST00000573648	NM_001143838
ENST00000366425	NM_000407
ENST00000619252	NM_001322044
ENST00000538431	NM_001257975
ENST00000006724	NM_001291485
ENST00000006724	NM_006890
ENST00000399765	NM_001244570
ENST00000292478	NM_015545
ENST00000612078	NM_007253
ENST00000400004	NM_001277307
ENST00000316881	NM_005082
ENST00000378585	NM_000815
ENST00000380289	NM_005314
ENST00000303961	NM_080732
ENST00000429735	NM_021160
ENST00000406058	NM_053046
ENST00000176195	NM_021920
ENST00000217173	NM_001267584
ENST00000217173	NM_014948
ENST00000348031	NM_199415
ENST00000552042	NM_001177515
ENST00000551952	NM_001244567
ENST00000374762	NM_018376
ENST00000379341	NM_006406
ENST00000176183	NM_000797
ENST00000392197	NM_014383
ENST00000392197	NM_001316902
